respondent_id,age,gender,field_of_study,sleep_hours,physical_activity_hrs_per_week,caffeine_intake_mg_per_day,academic_stress_level_1_10,resting_heart_rate_bpm,diet_quality_1_10,pre_exam_anxiety_level_1_10,screen_time_hrs_per_day,social_media_hrs_per_day,screen_time_before_bed_minutes,notifications_per_day,uses_productivity_app,favorite_content_type,study_hours_per_week,procrastination_level_1_10,frequently_procrastinates,class_attendance_percent,late_assignments_per_semester,gpa,family_academic_achievement_history,takes_extra_tutoring,major_life_event_this_semester,digital_academic_wellbeing_level
STU-00194,43,Other,Sports Science,9.6,6.0,163.0,8,91,1,4,8.9,4.6,45,75,Yes,Gaming,2.3,4,No,86.5,2,2.85,No,No,Yes,High
STU-00195,42,Male,Medicine,7.4,4.6,563.0,10,66,6,4,8.9,2.9,26,112,Yes,Social Media/Trends,,8,Yes,78.5,5,2.16,Yes,No,Yes,High
STU-00197,34,MALE,Law,6.3,3.3,539.0,6,73,7,5,12.5,1.7,28,150,Yes,Entertainment,18.2,4,No,100.0,6,2.95,Yes,Yes,Yes,Medium
STU-00198,45,Male,Culinary Arts,6.5,5.1,216.0,10,92,8,7,8.1,7.2,0,38,No,Gaming,13.6,10,Yes,76.7,5,2.25,Yes,Yes,Yes,Low
STU-00199,36,Female,Fine Arts,3.4,0.2,520.0,9,112,2,9,11.6,2.1,59,150,No,Social Media/Trends,20.5,10,Yes,63.9,6,2.51,Yes,No,Yes,Low
STU-00200,51,Female,Nursing,4.3,2.8,278.0,10,98,6,6,4.5,1.7,41,38,No,Social Media/Trends,,1,No,75.7,0,3.01,No,Yes,Yes,Medium
STU-00201,50,Other,Computer Science,6.5,3.6,348.0,8,77,7,5,14.2,2.5,61,0,Yes,Entertainment,2.3,6,No,79.6,2,2.14,No,No,No,Low
STU-00202,60,Other,Visual Communication Design,4.9,1.8,137.0,6,79,1,6,4.5,4.2,20,112,No,Entertainment,4.5,7,Yes,83.5,3,2.75,No,Yes,No,Low
STU-00203,57,female,Electrical Engineering,7.3,2.9,251.0,10,116,9,6,3.6,0.8,29,150,Yes,News,0.0,5,Yes,78.4,1,2.35,No,No,No,Low
STU-00204,47,Female,Law,7.4,8.0,469.0,6,76,9,4,8.1,2.9,10,112,,Education,4.5,2,No,77.3,2,2.3,Yes,Yes,Yes,High
STU-00207,62,Other,Biology/Science,6.0,2.5,421.0,3,76,10,4,12.5,3.8,47,38,Yes,Gaming,6.8,9,Yes,70.0,5,2.28,Yes,No,Yes,Medium
STU-00209,46,Male,Sports Science,4.4,2.7,239.0,7,118,6,5,1.9,7.6,48,38,Yes,News,0.0,2,No,98.4,3,2.5,No,Yes,No,Medium
STU-00210,38,Male,Sports Science,6.7,2.8,290.0,10,81,1,6,8.9,6.7,24,150,No,Social Media/Trends,11.4,1,No,85.5,0,2.92,No,Yes,Yes,Low
STU-00211,19,Male,Fine Arts,7.5,4.3,269.0,1,105,8,2,15.1,,15,38,No,Gaming,9.1,4,No,86.1,0,2.02,Yes,No,Yes,High
STU-00214,21,Other,Computer Science,6.9,5.1,176.0,10,61,1,4,8.9,0.0,9,150,Yes,Education,4.5,10,Yes,88.3,4,2.09,Yes,Yes,No,High
STU-00215,58,Male,Visual Communication Design,5.2,3.5,138.0,10,61,10,6,12.5,3.4,57,150,,Entertainment,9.1,2,No,80.2,0,2.76,Yes,No,No,Low
STU-00216,64,Female,Other Program,6.3,5.7,1.0,1,61,3,2,14.2,2.5,9,75,Yes,Gaming,2.3,9,Yes,93.5,4,1.83,No,No,No,Medium
STU-00217,24,FEMALE,Fine Arts,7.5,2.5,139.0,3,119,7,2,8.9,4.6,2,150,Yes,Education,4.5,4,Yes,93.8,4,1.93,No,Yes,No,High
STU-00219,46,Female,Fine Arts,6.5,3.8,187.0,3,65,9,3,14.2,,42,0,Yes,News,4.5,4,Yes,84.7,5,1.87,No,Yes,No,Low
STU-00220,60,Male,Education,4.6,1.8,252.0,3,114,4,3,16.0,1.7,21,112,,Social Media/Trends,6.8,2,No,83.2,3,2.45,Yes,Yes,Yes,Medium
STU-00222,59,Other,Information Systems,6.1,1.8,322.0,2,113,1,3,12.5,7.6,71,150,No,Gaming,4.5,5,No,81.1,2,2.5,Yes,Yes,No,Low
STU-00223,57,Other,Education,6.8,1.5,54.0,4,107,6,3,5.4,4.2,28,150,No,Education,11.4,8,No,83.0,8,2.46,Yes,No,No,Low
STU-00224,31,Other,Visual Communication Design,8.8,2.7,250.0,8,100,5,5,5.4,2.5,17,150,No,Education,13.6,9,Yes,63.9,7,2.22,Yes,No,Yes,Medium
STU-00225,58,Male,Biology/Science,8.1,3.3,457.0,6,109,3,4,5.4,2.9,18,75,Yes,Entertainment,2.3,5,Yes,58.0,5,2.1,No,Yes,Yes,Medium
STU-00226,55,Female,Education,7.3,2.9,53.0,9,104,1,3,16.0,7.6,0,0,No,News,2.3,4,No,79.1,1,2.08,Yes,No,Yes,Low
STU-00227,56,female,Other Program,5.6,3.2,37.0,7,90,5,4,7.2,0.8,36,150,Yes,Entertainment,0.0,2,No,73.4,2,2.55,No,No,Yes,Medium
STU-00229,62,Other,Visual Communication Design,6.5,5.9,199.0,1,105,7,3,8.9,5.1,4,75,Yes,Entertainment,2.3,9,No,72.3,5,2.21,No,Yes,No,Medium
STU-00230,31,female,Medicine,5.4,0.6,482.0,5,78,4,4,8.9,7.2,37,75,Yes,Education,2.3,5,No,77.4,4,2.46,Yes,No,Yes,Low
STU-00231,18,Male,Computer Science,7.6,3.3,382.0,3,82,7,4,3.6,2.5,55,0,No,Gaming,18.2,3,Yes,88.5,3,2.83,Yes,No,Yes,Medium
STU-00232,61,Male,Visual Communication Design,6.9,2.7,,2,73,5,2,8.1,1.3,58,75,No,Social Media/Trends,9.1,3,Yes,80.8,6,2.54,Yes,Yes,Yes,Medium
STU-00233,63,Female,Medicine,5.4,4.0,263.0,8,86,9,5,5.4,1.7,48,38,No,Entertainment,2.3,6,Yes,88.1,1,2.27,No,No,Yes,Low
STU-00238,26,Other,Medicine,5.6,0.3,519.0,5,74,9,1,1.9,6.3,47,112,No,Social Media/Trends,0.0,8,Yes,92.2,2,2.87,No,No,Yes,Low
STU-00239,37,Other,Culinary Arts,3.7,1.8,517.0,8,92,2,10,9.8,2.1,31,75,No,Gaming,11.4,7,No,85.9,5,2.59,No,No,Yes,Low
STU-00240,29,Female,Sports Science,7.5,1.1,289.0,10,64,2,6,9.8,5.5,52,38,Yes,News,4.5,2,No,72.8,2,2.59,Yes,Yes,Yes,Low
STU-00242,29,Other,Electrical Engineering,7.3,1.6,317.0,9,108,4,4,8.9,0.0,53,38,Yes,Gaming,,5,No,82.7,4,2.78,Yes,Yes,No,Medium
STU-00243,43,Female,Computer Science,7.0,1.3,289.0,9,117,5,6,1.0,8.0,33,75,Yes,Gaming,11.4,9,Yes,62.1,5,2.46,Yes,No,Yes,Low
STU-00245,60,FEMALE,Computer Science,7.5,4.1,233.0,5,100,2,2,11.6,6.3,35,150,,Gaming,4.5,6,No,64.7,0,2.69,Yes,No,Yes,Low
STU-00246,33,male,Other Program,7.5,5.0,,1,61,5,2,1.0,0.8,58,0,Yes,Social Media/Trends,6.8,5,Yes,83.0,3,2.73,Yes,Yes,Yes,High
STU-00247,37,Other,Electrical Engineering,8.0,5.0,273.0,1,77,10,1,9.8,5.9,74,112,Yes,Entertainment,6.8,5,No,69.2,3,2.78,Yes,No,Yes,Medium
STU-00248,53,Female,Computer Science,5.2,2.2,303.0,7,97,3,4,10.7,4.2,35,150,Yes,Gaming,9.1,8,Yes,72.4,5,2.41,Yes,No,No,Low
STU-00249,48,Female,Culinary Arts,3.9,0.3,460.0,8,104,2,10,8.1,8.0,18,112,Yes,Social Media/Trends,18.2,5,No,68.7,4,2.48,Yes,No,Yes,Low
STU-00250,55,Female,Electrical Engineering,6.3,2.2,266.0,7,82,10,4,7.2,7.6,0,38,No,Gaming,,7,Yes,67.7,4,2.45,No,Yes,No,Low
STU-00251,52,Male,Culinary Arts,5.4,3.4,269.0,5,98,9,2,12.5,2.1,16,112,No,Entertainment,0.0,3,Yes,72.1,4,2.05,No,No,No,Low
STU-00252,51,Female,Fine Arts,8.4,1.9,60.0,10,103,2,3,6.3,0.0,4,112,No,Gaming,2.3,4,No,60.2,3,2.26,No,Yes,Yes,Low
STU-00253,30,Male,Visual Communication Design,5.0,0.4,561.0,8,103,4,10,9.8,5.1,39,112,No,Social Media/Trends,11.4,8,Yes,78.4,2,2.4,Yes,Yes,Yes,Low
STU-00255,38,Female,Visual Communication Design,6.1,0.3,298.0,10,75,6,6,3.6,1.7,41,38,No,Social Media/Trends,0.0,7,No,,7,2.24,No,Yes,No,Low
STU-00257,34,Male,Visual Communication Design,8.1,5.4,166.0,4,86,7,2,15.1,5.1,33,38,No,Gaming,0.0,3,No,82.8,2,2.4,Yes,Yes,Yes,Low
STU-00258,32,Other,Culinary Arts,7.6,5.7,128.0,3,103,5,4,12.5,1.7,43,150,Yes,Social Media/Trends,0.0,7,No,88.9,6,2.1,No,Yes,No,Medium
STU-00259,50,Male,Electrical Engineering,5.9,2.4,543.0,6,102,5,3,4.5,7.6,25,112,No,Social Media/Trends,0.0,5,No,78.9,6,2.69,No,Yes,No,Low
STU-00260,45,Other,Information Systems,4.8,0.0,,8,109,4,10,14.2,6.3,67,112,No,Social Media/Trends,20.5,2,No,78.4,3,2.51,Yes,No,Yes,Low
STU-00261,25,Male,Medicine,8.6,3.5,392.0,3,81,5,1,9.8,6.3,17,150,No,Education,0.0,6,Yes,96.0,1,2.68,No,Yes,Yes,Medium
STU-00262,24,Other,Sports Science,6.7,3.7,218.0,5,111,7,3,10.7,2.1,47,112,Yes,Entertainment,0.0,4,Yes,75.9,4,2.23,No,Yes,No,Medium
STU-00263,22,Other,Visual Communication Design,8.8,4.9,98.0,4,89,1,2,13.4,0.8,49,0,Yes,Social Media/Trends,9.1,9,Yes,72.5,5,2.18,Yes,Yes,Yes,High
STU-00264,18,Female,Biology/Science,6.7,2.7,403.0,8,79,10,6,4.5,2.1,22,75,Yes,Gaming,,5,Yes,89.8,1,2.74,Yes,Yes,Yes,Medium
STU-00265,36,Male,Nursing,7.1,2.0,186.0,2,61,2,3,15.1,0.0,58,0,No,Gaming,2.3,7,No,83.4,2,2.17,No,No,No,Low
STU-00267,64,Other,Computer Science,7.4,4.1,236.0,5,113,2,5,12.5,5.1,5,75,No,Entertainment,6.8,10,Yes,74.9,4,2.08,Yes,Yes,Yes,Medium
STU-00268,38,Male,Computer Science,7.6,0.8,297.0,8,73,2,5,14.2,3.4,48,38,No,Social Media/Trends,4.5,4,No,93.5,5,2.37,Yes,No,Yes,Medium
STU-00271,37,Female,Biology/Science,4.7,5.2,584.0,1,93,8,2,15.1,5.9,56,0,No,Gaming,9.1,2,No,90.2,3,2.67,Yes,No,No,Low
STU-00272,36,Female,Medicine,5.3,0.9,422.0,7,68,3,4,4.5,4.2,37,0,No,Gaming,4.5,6,No,72.7,0,2.61,Yes,No,Yes,Low
STU-00273,29,Male,Electrical Engineering,3.3,0.9,598.0,8,112,1,8,9.8,2.5,67,112,Yes,Social Media/Trends,11.4,5,No,68.6,3,2.45,Yes,Yes,No,Low
STU-00274,59,Male,Sports Science,8.2,6.9,172.0,6,110,7,4,7.2,3.8,69,150,No,Entertainment,4.5,5,Yes,83.8,3,2.59,Yes,No,Yes,Low
STU-00275,43,Male,Medicine,8.4,0.0,521.0,10,117,1,6,2.8,6.3,34,112,Yes,Education,0.0,4,No,100.0,0,2.61,No,No,No,Medium
STU-00277,59,Male,Computer Science,4.4,1.6,157.0,3,91,4,3,16.0,5.1,10,112,Yes,Education,2.3,2,Yes,83.8,0,2.58,No,Yes,No,Medium
STU-00278,45,Other,Nursing,6.3,1.8,148.0,7,113,1,4,12.5,1.3,53,0,Yes,Education,9.1,10,Yes,73.6,7,2.28,Yes,No,Yes,Low
STU-00279,24,Female,Culinary Arts,4.3,2.0,328.0,10,94,1,8,8.1,6.7,25,150,No,Entertainment,18.2,2,No,84.6,5,2.73,Yes,Yes,Yes,Low
STU-00280,46,Female,Information Systems,6.2,5.6,277.0,5,114,5,2,13.4,5.5,44,0,No,Entertainment,0.0,10,Yes,61.4,3,2.08,No,Yes,No,Low
STU-00281,30,Other,Other Program,8.4,1.3,81.0,7,75,8,4,1.0,6.3,49,75,No,Education,2.3,5,No,97.6,2,2.21,No,No,No,Low
STU-00282,27,Other,Visual Communication Design,4.3,1.1,,10,113,1,9,14.2,8.0,0,150,No,Social Media/Trends,13.6,8,No,100.0,3,2.29,Yes,Yes,Yes,Low
STU-00283,47,Other,Nursing,6.4,3.5,180.0,7,81,4,3,12.5,4.2,52,75,No,Entertainment,0.0,7,No,69.7,2,2.31,No,No,No,Low
STU-00284,37,Male,Medicine,8.0,5.6,412.0,9,110,5,4,3.6,6.7,55,112,No,Entertainment,4.5,4,Yes,82.7,5,2.9,Yes,Yes,No,Low
STU-00285,19,Other,Fine Arts,8.1,1.2,73.0,7,86,6,2,2.8,3.4,22,75,Yes,Gaming,4.5,7,No,66.4,2,2.57,Yes,Yes,Yes,High
STU-00286,37,Female,Culinary Arts,5.9,2.0,438.0,9,118,3,8,13.4,6.7,50,150,Yes,Education,13.6,5,No,77.9,3,2.31,Yes,No,Yes,Low
STU-00287,49,Female,Fine Arts,7.4,4.3,220.0,1,95,10,2,3.6,5.9,52,112,Yes,Entertainment,6.8,6,No,69.1,3,2.29,No,Yes,Yes,Medium
STU-00288,52,Male,Other Program,5.7,3.0,43.0,3,118,3,2,3.6,4.2,55,75,No,Gaming,2.3,5,No,68.6,1,2.42,No,Yes,No,Low
STU-00291,37,Male,Electrical Engineering,8.1,1.4,434.0,10,111,3,3,12.5,0.8,25,0,Yes,Social Media/Trends,2.3,7,No,75.7,2,2.28,No,Yes,No,High
STU-00292,42,male,Sports Science,6.1,3.1,116.0,7,105,8,5,16.0,0.4,14,0,Yes,Gaming,0.0,8,No,70.1,5,2.09,No,No,No,High
STU-00296,22,Female,Computer Science,7.1,9.0,148.0,7,82,5,4,8.9,3.4,43,38,No,Education,2.3,7,Yes,87.3,6,2.51,No,No,No,Low
STU-00298,46,Other,Information Systems,7.9,4.6,153.0,5,75,9,1,12.5,0.0,42,0,Yes,Social Media/Trends,0.0,8,No,73.4,4,2.08,No,Yes,No,Medium
STU-00300,63,FEMALE,Nursing,7.4,1.0,169.0,9,111,1,6,8.9,1.3,44,38,Yes,Social Media/Trends,11.4,7,Yes,91.5,3,2.51,Yes,Yes,No,Medium
STU-00301,38,Female,Electrical Engineering,6.7,4.0,309.0,8,90,5,5,4.5,8.0,56,75,No,Education,9.1,5,Yes,87.8,5,2.74,Yes,Yes,Yes,Low
STU-00302,62,Other,Nursing,5.9,5.0,,8,104,5,4,7.2,7.6,27,0,Yes,Education,11.4,4,Yes,96.5,3,2.95,Yes,Yes,Yes,High
STU-00303,54,Female,Fine Arts,7.8,8.2,267.0,3,101,8,5,8.1,0.4,29,150,No,Education,9.1,10,Yes,,3,2.02,Yes,Yes,Yes,Medium
STU-00305,47,Other,Law,6.4,4.1,290.0,5,71,7,4,2.8,4.2,28,112,No,Education,6.8,7,Yes,80.1,4,2.69,Yes,Yes,No,Low
STU-00307,20,Female,Biology/Science,5.0,0.8,341.0,8,112,2,10,8.9,2.5,90,75,No,Social Media/Trends,20.5,6,Yes,,5,2.72,Yes,No,No,Low
STU-00309,26,Other,Nursing,5.9,0.5,355.0,10,65,4,6,8.1,1.7,10,75,No,Social Media/Trends,15.9,6,Yes,87.0,5,3.05,Yes,No,No,Medium
STU-00310,64,Male,Medicine,5.2,2.4,255.0,9,91,8,6,4.5,3.8,44,0,Yes,Entertainment,9.1,4,No,58.1,3,2.73,No,No,Yes,Medium
STU-00312,27,Other,Culinary Arts,7.3,8.2,393.0,7,88,10,4,11.6,5.5,18,75,Yes,Gaming,6.8,7,Yes,89.4,5,2.19,Yes,Yes,Yes,Medium
STU-00313,23,Female,Visual Communication Design,7.5,2.5,244.0,5,105,3,4,7.2,2.9,46,150,No,Social Media/Trends,0.0,6,Yes,77.6,6,2.4,No,Yes,No,Low
STU-00314,23,Female,Information Systems,7.8,4.3,,10,93,4,5,11.6,1.3,11,112,No,Social Media/Trends,2.3,7,Yes,78.3,1,2.28,Yes,Yes,No,Low
STU-00315,55,Male,Sports Science,7.0,1.5,64.0,5,82,1,4,2.8,6.3,2,0,Yes,Gaming,6.8,4,Yes,89.9,3,2.9,Yes,Yes,No,High
STU-00316,55,Female,Electrical Engineering,8.6,3.0,271.0,8,73,3,4,15.1,3.8,16,38,No,Education,2.3,6,No,90.2,2,2.18,No,Yes,No,Medium
STU-00317,32,Male,Medicine,7.2,4.1,278.0,7,87,1,4,1.0,2.5,38,75,Yes,Social Media/Trends,4.5,8,Yes,75.3,1,2.47,No,Yes,No,Medium
STU-00318,18,Male,Information Systems,9.0,4.0,244.0,5,114,5,3,1.0,5.5,39,0,Yes,Social Media/Trends,0.0,7,No,83.3,3,2.41,No,Yes,Yes,High
STU-00319,50,Other,Education,5.3,4.3,2.0,3,94,6,2,14.2,0.8,0,150,No,News,4.5,4,No,76.7,2,2.28,Yes,Yes,Yes,High
STU-00320,39,Female,Electrical Engineering,6.5,0.8,329.0,7,85,10,4,15.1,0.8,24,0,No,Gaming,4.5,4,No,71.8,7,2.44,No,Yes,Yes,Medium
STU-00321,32,Female,Medicine,6.6,1.2,435.0,9,95,8,6,16.0,0.4,54,38,Yes,News,,3,No,86.6,5,2.52,Yes,Yes,Yes,High
STU-00322,25,Female,Nursing,5.9,1.5,267.0,5,96,8,3,4.5,0.0,52,150,No,News,4.5,2,No,89.2,5,2.74,No,Yes,Yes,Medium
STU-00323,38,Female,Fine Arts,6.9,2.6,57.0,5,78,3,1,1.0,,19,150,No,Social Media/Trends,6.8,9,Yes,59.7,6,2.26,Yes,No,No,Medium
STU-00325,19,Female,Education,9.3,6.2,62.0,8,116,10,5,3.6,6.7,63,38,Yes,Education,9.1,9,Yes,78.2,0,2.32,Yes,No,Yes,Medium
STU-00326,24,Male,Information Systems,8.1,3.5,145.0,8,70,4,4,12.5,,21,112,No,Entertainment,2.3,7,No,68.8,4,1.89,No,Yes,Yes,Low
STU-00327,54,Other,Electrical Engineering,7.7,1.0,424.0,9,84,7,4,1.0,3.8,40,112,Yes,Gaming,2.3,4,No,71.6,6,2.32,No,Yes,No,High
STU-00328,43,Female,Culinary Arts,4.2,1.0,552.0,9,117,1,10,8.1,,54,112,Yes,Entertainment,9.1,9,Yes,85.1,5,2.16,No,No,No,Low
STU-00329,47,Male,Computer Science,6.4,0.8,123.0,3,73,6,4,4.5,3.4,45,150,No,Education,2.3,6,No,82.2,5,2.56,No,No,Yes,Medium
STU-00330,57,Other,Law,4.8,1.5,551.0,6,104,3,4,5.4,5.1,68,112,No,Social Media/Trends,4.5,1,No,,3,3.11,Yes,No,No,High
STU-00331,58,Female,Medicine,7.1,0.0,315.0,2,69,7,2,1.0,4.2,10,38,No,News,9.1,2,No,81.5,2,3.18,Yes,No,Yes,High
STU-00333,48,Male,Other Program,4.9,1.4,327.0,9,118,2,10,10.7,2.1,26,112,Yes,Entertainment,18.2,7,Yes,,5,2.78,Yes,No,Yes,Low
STU-00334,64,FEMALE,Medicine,7.0,3.3,288.0,2,77,4,3,3.6,2.5,126,112,No,Gaming,6.8,6,Yes,89.3,4,2.57,Yes,Yes,Yes,Medium
STU-00335,44,Other,Computer Science,7.6,5.5,114.0,7,71,5,4,11.6,8.0,69,112,Yes,Social Media/Trends,9.1,4,No,89.3,5,2.39,Yes,No,No,Low
STU-00336,49,Other,Information Systems,5.3,0.6,349.0,9,95,2,8,11.6,5.5,67,75,No,Social Media/Trends,13.6,5,Yes,81.9,6,2.66,Yes,Yes,Yes,Low
STU-00338,38,MALE,Computer Science,7.3,2.7,240.0,3,78,8,2,14.2,4.6,15,0,Yes,Social Media/Trends,6.8,1,No,84.3,1,2.36,Yes,Yes,No,High
STU-00339,46,Female,Visual Communication Design,5.3,3.0,218.0,10,86,3,6,10.7,6.3,56,0,No,Social Media/Trends,0.0,6,Yes,79.8,5,1.98,No,No,Yes,Low
STU-00341,34,Female,Information Systems,7.6,4.6,,4,104,6,2,1.9,4.2,26,0,No,Education,2.3,9,Yes,92.5,8,2.02,No,Yes,No,Medium
STU-00343,61,Male,Other Program,7.0,4.5,,4,61,2,1,14.2,6.7,12,150,Yes,Entertainment,0.0,7,Yes,83.3,5,2.25,No,No,Yes,High
STU-00344,36,Other,Visual Communication Design,7.3,5.2,287.0,5,106,2,2,1.0,8.0,5,75,No,Gaming,4.5,1,No,71.8,1,3.42,No,Yes,No,High
STU-00345,24,Female,Biology/Science,8.9,4.3,340.0,1,91,5,1,9.8,8.0,28,112,Yes,Entertainment,9.1,9,Yes,85.3,2,2.48,Yes,Yes,No,High
STU-00346,64,Other,Other Program,6.5,2.8,54.0,2,116,10,2,8.9,3.8,36,150,Yes,News,6.8,6,No,77.0,4,2.68,No,Yes,Yes,High
STU-00348,45,Other,Medicine,6.6,3.2,369.0,8,81,3,3,5.4,2.9,35,0,Yes,Social Media/Trends,2.3,5,Yes,97.6,0,2.46,No,No,Yes,High
STU-00349,60,Female,Sports Science,7.0,6.6,169.0,10,75,3,4,3.6,3.4,50,75,No,Gaming,6.8,3,No,80.9,0,2.84,Yes,Yes,No,Low
STU-00350,45,Male,Culinary Arts,8.4,0.5,381.0,6,68,3,5,14.2,2.9,0,75,No,Social Media/Trends,4.5,2,No,73.6,3,2.38,No,No,Yes,High
STU-00351,59,Female,Culinary Arts,6.3,2.5,366.0,2,82,8,3,9.8,5.9,69,0,No,Entertainment,0.0,3,No,76.2,3,2.14,No,Yes,Yes,Medium
STU-00352,19,Female,Biology/Science,8.0,1.1,419.0,5,115,9,2,6.3,4.2,17,150,Yes,Entertainment,2.3,6,Yes,75.8,5,2.22,No,Yes,No,Medium
STU-00353,43,FEMALE,Visual Communication Design,6.5,5.1,139.0,2,93,1,4,14.2,,101,112,Yes,News,11.4,2,No,79.9,2,2.4,Yes,No,No,Medium
STU-00354,19,Other,Other Program,9.1,5.2,43.0,7,116,5,3,15.1,0.0,53,112,No,Social Media/Trends,0.0,7,Yes,90.2,3,2.19,No,Yes,Yes,Low
STU-00355,60,Male,Law,4.4,1.6,477.0,9,86,1,5,12.5,2.9,0,38,No,Gaming,0.0,8,Yes,76.5,6,2.22,No,Yes,No,Low
STU-00356,19,Other,Nursing,6.6,2.2,222.0,2,77,2,3,7.2,3.4,62,0,No,Education,2.3,10,Yes,64.7,6,2.03,Yes,Yes,Yes,Low
STU-00357,63,Other,Computer Science,7.0,4.7,301.0,3,113,2,2,15.1,6.7,11,38,No,Gaming,2.3,6,No,77.5,3,1.63,No,Yes,No,Low
STU-00359,22,Other,Computer Science,5.7,5.6,286.0,7,68,7,4,3.6,3.8,0,150,Yes,,6.8,7,No,74.3,3,2.56,Yes,Yes,No,Medium
STU-00360,37,Male,Biology/Science,7.4,4.8,375.0,4,119,4,3,15.1,5.5,48,112,Yes,News,2.3,5,No,90.1,0,1.94,No,Yes,Yes,Low
STU-00362,64,Other,Education,6.2,2.4,273.0,6,105,3,4,16.0,5.5,44,112,No,Entertainment,0.0,5,No,77.7,3,2.29,No,No,No,Low
STU-00363,49,Male,Biology/Science,6.7,0.6,329.0,1,95,2,3,14.2,0.4,21,112,No,Social Media/Trends,,5,Yes,84.0,2,2.26,Yes,Yes,No,Medium
STU-00364,32,Other,Fine Arts,5.4,0.9,172.0,6,90,4,2,10.7,0.4,23,150,Yes,News,2.3,10,Yes,65.6,4,2.15,No,No,No,Low
STU-00365,35,Other,Fine Arts,4.2,0.1,463.0,8,108,1,8,8.1,5.1,0,112,No,Social Media/Trends,,5,Yes,59.5,0,2.07,No,No,No,Low
STU-00366,62,FEMALE,Medicine,7.8,5.3,530.0,9,103,6,5,10.7,5.1,24,150,Yes,Entertainment,4.5,3,No,88.4,3,2.23,Yes,Yes,No,Medium
STU-00367,55,Other,Nursing,6.9,2.7,277.0,3,112,10,1,10.7,5.9,48,75,Yes,Education,2.3,7,Yes,70.0,2,2.33,No,Yes,Yes,Medium
STU-00369,47,Other,Other Program,6.6,4.5,202.0,10,88,5,5,1.9,2.5,60,38,Yes,Gaming,2.3,5,No,78.4,6,2.57,No,Yes,No,Medium
STU-00370,37,Male,Fine Arts,7.2,2.2,84.0,3,73,4,1,13.4,5.9,94,38,No,Social Media/Trends,4.5,5,No,75.4,5,2.48,No,No,Yes,Low
STU-00371,25,Male,Other Program,5.0,1.6,294.0,4,65,2,5,10.7,2.9,31,0,No,Gaming,2.3,8,Yes,79.8,6,2.58,Yes,Yes,Yes,Low
STU-00372,23,Female,Medicine,4.4,2.6,406.0,8,96,4,9,12.5,6.7,24,150,No,Entertainment,11.4,4,Yes,87.7,1,2.37,Yes,No,Yes,Low
STU-00374,55,Other,Medicine,6.7,4.0,449.0,4,64,8,2,14.2,7.6,37,112,Yes,Social Media/Trends,,9,No,81.0,3,1.53,Yes,Yes,No,Low
STU-00375,40,Other,Culinary Arts,7.1,4.6,195.0,6,101,10,6,2.8,6.3,0,38,Yes,Education,0.0,6,No,78.3,3,1.98,No,Yes,No,Low
STU-00379,42,Male,Nursing,6.8,2.1,366.0,2,115,2,3,10.7,5.1,63,0,No,News,4.5,6,No,89.5,3,2.56,Yes,No,No,Medium
STU-00380,55,MALE,Visual Communication Design,6.0,4.7,257.0,10,73,3,4,15.1,2.9,67,38,Yes,Social Media/Trends,4.5,1,No,74.0,3,2.48,Yes,Yes,Yes,Medium
STU-00382,27,Female,Other Program,6.6,1.3,110.0,6,110,7,4,16.0,0.0,77,75,No,Education,13.6,3,No,67.3,4,2.48,Yes,Yes,No,Low
STU-00383,30,Female,Electrical Engineering,5.5,3.0,294.0,4,92,8,3,16.0,3.8,41,0,No,Social Media/Trends,2.3,7,Yes,77.7,5,2.21,No,No,No,Low
STU-00384,20,Male,Nursing,7.3,0.8,,5,114,3,2,1.0,1.7,48,38,Yes,Gaming,0.0,4,Yes,78.3,4,2.85,No,Yes,No,High
STU-00385,56,Female,Computer Science,7.1,2.2,116.0,6,82,2,5,10.7,3.4,12,150,No,Education,6.8,6,Yes,83.7,3,2.36,Yes,No,No,High
STU-00386,22,Other,Biology/Science,7.6,4.1,489.0,7,72,4,4,15.1,6.7,7,0,No,Gaming,4.5,6,No,88.3,5,2.22,No,No,No,Low
STU-00387,23,Other,Fine Arts,7.9,7.2,79.0,5,75,6,2,8.9,3.4,34,75,No,Entertainment,9.1,10,Yes,74.6,2,2.36,Yes,Yes,Yes,Low
STU-00388,56,Male,Medicine,6.5,4.8,468.0,4,88,2,3,11.6,7.2,4,150,No,Gaming,0.0,7,Yes,60.5,2,1.84,No,Yes,Yes,Low
STU-00391,25,Other,Nursing,7.0,5.3,153.0,4,98,7,2,14.2,2.5,51,150,No,Education,2.3,10,Yes,88.1,7,2.4,No,Yes,Yes,Low
STU-00392,62,male,Other Program,4.4,0.7,225.0,3,63,4,3,5.4,,7,38,Yes,Education,9.1,6,No,51.3,2,2.45,Yes,No,Yes,High
STU-00393,30,Female,Law,7.4,0.8,297.0,9,103,10,5,10.7,7.6,80,112,,Gaming,4.5,3,Yes,74.9,5,2.44,Yes,No,Yes,Low
STU-00395,18,male,Visual Communication Design,6.6,2.6,268.0,2,62,5,1,2.8,5.5,3,150,No,Gaming,4.5,8,Yes,71.8,7,2.37,Yes,No,Yes,Low
STU-00397,35,Female,Education,6.4,2.5,149.0,6,119,3,2,2.8,1.3,39,150,No,Education,0.0,6,Yes,94.9,3,2.41,No,Yes,Yes,Low
